"","subjName","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"809","tigvunj","96tfz","-1.96769","0.26506","0bd","-0.72577","8245","-0.10802","1.74012","-0.26206","8tn3","-0.90657","1.11813","dp3v","386","0.11617","2c008","-0.51141","q80o","-0.28246","wr","6av","i98","r7o","-0.00413","03w"
"810","tqwkbse","nj4h9","0.5457","0.36449","hc7","0.5327","9u08","0.88508","0.83308","0.11123","x6m5","-0.79681","2.87917","qej5","242","0.32853","ha13x","-0.30458","036n","-0.64384","en","h2d","v9e","ouk","1.02703","htp"
"811","nxdpvol","s4l9g","-0.97265","1.61634","029","0.53989","9iyu","0.43826","0.60451","0.95362","hjt7","-0.23873"," ","j75v","g52","-0.12277","r7739","-0.13051","r9qa","-1.27872","8v","231","800","wn2","0.02842","cn8"
"812","esdjarf","3q3i3","-1.38732","0.24779","975","-0.2912","925j","-0.35104","-0.5652","-0.40334","2297","-0.71368","0.09846","xg49","0w4","-0.18437","179wa","-1.14965","j88k","-0.14322","4b","6s8","fso","ex0","-1.08247","tm9"
"813","vzartgh","6g03j","1.12629","0.50711","939","0.95828","fo05","1.08534","0.20547","0.91422","dp7u","1.41513"," ","9pye","s21","0.65252","g9w5z","1.44534","1p18","1.07227","zj","oa8","b61","6e4","2.5942"," "
"814","skfdhpv","yh402","0.04795","1.17125","yn3","1.24562","0jfz",".","0.2219","-0.92313","9947","1.446","0.60801","w088","b0u","1.95621","06exl","0.38838","4o8d","0.46992","62","262","cij","3nb","u","h74"
"815","rwkdvfa","ygdw0",".","0.80622","iah","0.61799","176e","1.08751","1.03837","-0.45232","bpum","0.2172","0.13074","912j"," ","-0.38043","u0ka3","0.48148","9rlu","1.81581","94","324","k47","kh0","0.86732","342"
"816","lxtnaov"," ","-1.10439","-0.39147","77z","0.9743","im78","1.00633","0.15193","-0.86517","990d","0.39727","-1.34679","vb0l","o69","-0.66409","708cb","0.52815","8lxq","1.13955","r2","yz1","7rz","11v","-0.88415","t96"
"817","djqrtwz","6961e","0.38743","2.09055","6f2","0.01102","n83u","-0.07696","-0.57723","-1.27934","etzf","1.70224","1.50939","6e2a","96w","2.92621","5x8km","-0.00307","xl36","1.61354","dv","tdw","6x7","93z","-0.32839","6q4"
"818","uhsvmik","62a50","0.70558","0.9274"," ","0.61215","94yt","0.80601","0.72372","1.14518"," ","-0.81527","0.74785","77v0"," ","-0.0429","znsel","0.64175"," ","0.95662","17","8s7"," ","vt2","0.92454","z03"
"819","pjbzgcw","29r02","-0.90099","-0.67772","f2p","2.46691","0m5n","-0.31454","-2.46154","-1.11845","28xa","-1.62283","-0.2057","pdn2","z45","r","wr390","0.09005","3o5e","-1.96936","23",".","v7x","3n3","0.62232","q22"
"820","lkpotmf","laop4","r","0.69977","4t0","0.98468","zq1u","0.072","0.52429","-0.23179","39nt"," ","0.15577",".","p29","0.66562","d8rf5","0.19648","hi55","1.48472","34","62j","7k5","50n","-0.0881","39m"
"821","dmrgzth","5bpt3","-1.84766","2.2951","yz0","-0.31943","k832","-0.25896","-0.95363","-2.91126","8956","-0.44168","0.9971","t58c","087","0.49726","u2oj3","-1.68558","cme4","-0.58824","6p"," ","93o","07k","-2.32005","k5p"
"822","dufbqir","fvs7r","1.61957","0.71516","j80","a","4510","0.98982","0.52683","0.46125"," ","1.91608","-1.38036","891o","fl0","0.86588","jy714","q","1cyr","1.3457","02","0oq","j9m","18w","1.15949","3h7"
"823","zaudoin","4b5g0","-0.57998","-1.02555","257","0.11811","1359"," ","0.74143","1.65805","y530","-0.10784","-0.65436","9rz6","7j0"," ","jfu24","0.54069","5t8n","0.58414","68","7b3","g10","wl5","k","8gf"
"824","erdznuf","59uvj","2.21732","0.70454","018","-1.28394","972a","-0.12107","0.34543","1.04775","b35s","0.25532","2.4759","1524","xqw","-0.83194","w9d1g","0.33167","886s","2.09919","z1","492","543","0i1","0.41042","5w9"
"825","pwecixt","46eu4","0.77209","1.71065",".","0.79098","6t68","0.50493","0.32237","-0.6372","tol1","0.39023","0.80897","dz45","v75"," "," ","-0.46795","ji62","0.46027","45","g6q","00k","9bz","0.31905"," "
"826","glwujdi","4r08j","-0.04154","0.99039","t36","-1.9942","ur35","-0.02854","-1.37031","-0.8969","uapz","-0.78546","0.2533","480t","35e","-1.03536","bn9uy","-0.18299","8u3w","-0.03105","t","29s",".","o3a","-2.12796"," "
"827","wprletj","41ksh","-1.35287","-0.16081","f95","0.74459","d6sw","0.1763","0.06734","-0.63024","n0b9","-1.18902","0.44043","0528","0z1","0.61977","80q0k","-0.06585","3nyo","-1.50417","86","37r","8q0","pn0","-1.70122","d0s"
"828","wtelupj","72471","-0.46908","0.67278","hcg","-0.56689","1420","1.8923","-0.02941","-0.13461","7t66","1.9689","-0.32377","d9a7","o24","0.04492","30gcw","-0.42454","p1a6","-0.00537","17",".","9n5","wfr","0.4199","883"
"829","gqjrfya","06g54","1.5295","1.12951","948","0.16963","2rnu","3.05901","1.29132","-0.66825","woz9","1.76389","1.75821","10w9","x2d","1.48872","6f80p","1.9928","7v7r","0.538","mb","4st","60b","e50","x","3xg"
"830","jsftbog","z7y93","-0.06917","-0.71702","a","0.80411","3p68","1.16701","c","1.14829","3omr","-0.08358","0.29106","q3me","9nl","-1.58074","73114","1.60093","m17p","-0.12105","4f","rp5","17h","25n","0.20096","."
"831","zrdqubl","50t79","-0.85622",".","5ru","-0.12572","r5k8","-0.71013","-0.18056","-0.20563","8hy6","-0.22984",".","2cv5","q","-1.98629","g","0.09821","39h4","-1.30484","1j","4jp","51i","987","-1.1906","g0z"
"832","onybiwl","484ae","0.5627","-1.0199","eag","-0.73627","r8g2","-0.1105","1.28955","-1.4207","s","0.07636","0.55471","6098","813","1.07505","4b71w","-0.18495","fx76","1.07832","a4","20w","8yi","sc5","-1.18228","ma6"
"833","jmcaxdq","39644","c","2.67514","612","0.66695","ac3y","0.2457","-1.12728","0.30944","n4c7","1.26274","0.04809","5jy1","0va","1.01818","2tc2g","-0.0514","3k76","-0.73235","75","346","28j","q4t","1.01995","c84"
"834","buzjxpc","309at","-1.02288","0.3651","294","1.23947","5m6p","0.79648","-0.03714","-0.53668","u7vr","1.10054","0.83806","d100","539","-0.33022"," ","-1.2156","g925","0.23451","10","8ka","8k5","a7p","-1.32587","141"
"835","mojtdwc","7bo53","-0.91217","0.57692","366","-0.07567","gr95","0.99613","-0.47474","-0.34221","o398","-0.42565","-0.4215","ixrp","aci","0.1204","94v23","-0.34695","9o88","-1.148","2w",".","12s","61g","-1.92605","1ai"
"836","kxpdtqu","03k49","-2.15389","-0.63967","i58","-1.52163","529p","-1.27731","-1.97139","-0.69733","k6i8","-0.68034","-1.16229","1684","280","-1.69856","412qs","-1.96272","07cj","-0.74177","e9","078","8ow","ral","0.61201","7in"
"837","vctdwhn","0r086","0.15449","0.14248","4a3","-0.48629","wyxp","-0.04001","-1.0806","-0.39368","3wzg","-0.16172","0.4799","i14h","w87","0.55539","2g166","0.03817","pr69","-0.11683","t3","05x","r4d","who","-1.45294","85s"
"838","byuijcg","y1rd0","-0.41672","-1.06023","lti","2.01887",".","1.30133","0.51034","1.8285","5yj7","-0.02174","0.21892","5y73",".","0.61057","009sw"," ","z5v9","0.10931","ex","6j3","55d","gzj","-0.94857","hc7"
"839","ymvfidw","o4zi7","-0.59741","-0.68777","a2z","-2.27446","657i","-2.54988","-1.81389","-0.29622","6ch4","-2.54109","-2.57973","o","he5","-1.19307","csp21","-1.89005","281f","g","42","j","524","hj5","-0.38092","27t"
"840","cilqwmv","r2dql",".","0.06608","nmz"," ","2b7v","-0.19901","-0.67579","-1.07948","5q45","0.33804","0.88496","1054","s","0.41746","f23a9","-0.90795","2971","-0.60467","f4","031","dgl","g45","-0.60484","65h"
"841","dnpvysg","80gco","-1.25988","1.18468","euv","-0.22827","z226","-0.58529","-1.21393","0.14243","0a7c","-1.68096","-1.91732",".","61w","-0.75634","6r37c","-2.62565","474k","-0.31065","4e","23e","648","nfg","-0.9837","3zt"
"842","lbemukg","z60r4","-2.57063","1.12936","42k","0.62077","a379","-0.68919","-1.15828","-1.00104","76f1","-1.74709","-0.99381","7007","x87","1.14619","0fdpm","0.31733","613b","-1.30515","kh","2j9","382","3fi","-0.81689","2mc"
"843","adbtoyl","78k3u","-0.91005","2.05556","z83","1.31441","568t","-0.02898","0.84871","0.71101","v544","1.87727",".","h4cn","9n9","1.58157","625uz","0.62053","e3n9","1.08476","e0","i41","738","30g","1.53298","8n0"
"844","kdvfsor","v4ip1","0.08652","-1.19687","c59","-1.77715","0tbk","0.69293","0.53876","-1.88723","h340","-1.04034","-1.50566","k5ls","k7n","-1.42933","njld8","0.29772","v6wr"," ","19","260","p19","4jo","-1.17949","0ct"
"845","nlsxcyi","584r5","1.77845","-1.43484","f","d","w58e","e","0.29287","1.95063","k62s","-0.3226","-1.11873","248g","9lw","-0.69542","y39h5","-0.67919","mf2p","0.01141","y","pf1","g68","yjr","2.20877","k71"
"846","pfrbcnq","d2q8k","1.70693","-0.7285"," ","-0.31214"," ","0.21514","0.42825","2.08659","c6rp",".","1.11141","p459",".","0.05373","7fyi7","0.35139","km07","-0.88723","6y","dh4","1fn","q70","0.43226","x33"
"847","ogrjaxe","6py9t"," ","0.19741","8e3","-2.26844","7v20","-1.21962","-0.06277"," ",".","1.18553","-0.09019","n919","qp4","-1.2301","hk4jl","0.29524","2j08","0.94401","8f","zmr"," ","20b","j"," "
"848","zaqydkp","v67k0",".","-0.35616","p50","-0.38847","4120","0.72557","0.12722","0.16012","h64c","0.33748","0.29659",".","15h","-1.56286","a0s69","-1.03757"," ","-1.25623","4h"," ","7ob","rq0","0.69137","."
"849","dbyjzek","gtd37","-0.90527","1.23907","4k6","-0.48336","88es","-0.49419","0.57109","-0.3454","9426","-0.10145","-0.19031","77cn","cl0","0.12745","63s00","-0.05954","397h","-0.40807","w8","0e5","0s3","gu2","0.35846","w5c"
"850","jnqpeug","yuq0v","1.02108","0.65245","m23","-0.04659","eus5","-0.68489","-0.91743","0.39428","im0v","1.30329","-0.09934","dy3p","7fl","1.67711","69gmi","-0.43374","il41","0.34725","v0","498","q7y","5sb","0.5023","26k"
"851","guvmqcl","27wab","-1.23217","-0.23065","596","-0.94961","h959","-0.80413","-1.18198","-2.02037","y4a5","-1.79188","0.62378","0627","f95","-0.99021","2c8ft","0.32435","86n2","-0.41145","8t","29f","ks3","hr7","-0.45041","2l5"
"852","xapodse","3a525","0.24025","0.44079","5pl","-0.00567","8fk4","-1.86802","-2.59684","-2.15216","74z0","-0.07299","-0.7964","2574","7u7","1.09019","ho0yq","0.20244","j73k","0.83641","14","394","4o6","4fe","-0.27475","ykz"
"853","qbjiknt","88401","-1.28384","-0.24963","oy6","-0.5753","0k57","-0.35638"," "," ","r5id","-1.15243","-1.08021","zolc","v03","-0.204","bz4kf","-0.67361","4gpi","0.0647","78"," ","po1","82r","-0.1185","5e3"
"854","ngaviwd","91t8y","0.99943","0.75648","6sf","-0.38883","p0v1","-0.47437","0.41563","0.25904","jef5","0.92757","-0.03312","jpn2","s93","0.34333","j22h3","0.47263","82uy","0.3806","85","p2y","28i","y5d","0.84673","509"
"855","zwoaekx","3knfe","-2.15167","-0.2204","x47","-0.46377","0464","-0.92987","-0.74176","-1.0446","zo23","-1.43072","-0.91969","ld09","9hk","-0.40889","g0tbh","-1.6714","i913","-0.80199","n8","cf7","w32","t49","1.27502","7t4"
"856","xkgtnls","a47qr","-0.53358","-0.09033","781","-1.46561","y2cn","-0.45269","-0.16269","0.76942","kz5b","-0.71681","0.43399","3cb5","rd0","-0.72302","v94k6","-1.38907","rl53","-1.23323","79","781","212","jwp","0.59668","fey"
"857","syxenac","n20pj","0.54671","-1.01925","loi","1.33983","pbn1","-0.03848","-0.07473","0.55369"," ","-0.16067","-0.01042","6p1t","u07","1.22984","49113","0.99318","d1v2","-0.26591","rf","i4k","j12","857","-1.46368"," "
"858","qldtfis","dhx87","0.93226","-0.40314","102","0.40907","f778","0.83531","0.61292","-0.47779","yt03","w","-0.58646","2vj8","327","-0.03545","jl3un","0.37215","65ps","-0.58442","20","0yd"," ","x14","-0.01807","cq3"
"859","stnvkef"," ","1.25813","-1.33456","da0","1.80569","a5v1","0.58778","0.11525","0.59343","wrx9","1.0151","-0.65379"," ","n12","0.26176","8474o","0.06198","bm39","1.54793","56","7fn","85p","0c3",".","531"
"860","reckxnb","v7507","0.25338","-0.28875","ag7","-0.19139"," ","-0.53563","-1.32174","0.49433","4m6h","-1.64555","-0.94348","yl1d","9as","-0.42204","506g3","-0.31964","0533","0.23858","3o","91v","t34","198","0.10681","4tl"
"861","nsgzxod","35jaw","0.57643","-1.37351","048",".","m2hn","-0.3747","-0.80615","0.8544","ru3w","-0.3584","-0.52627","720g","5g3","-0.81319","96kt6",".","532t"," ","21","623","b13","79y","0.49168","wte"
"862","agtsrnx","37r74","-0.13076","0.06267","p4a","-0.75912","3zp8","-1.18572","0.25953","1.08322","7qs4","-1.51958","0.78191","o300","o49","-1.40358",".","0.78053","0818","-0.95575","20","140","4b5","7s6","0.59629","7jy"
"863","icbmnav","05556","0.02884","0.16648","1br","-1.35843","97x2","0.22768"," ","0.35229","2824","0.81905","-0.30744","g8j0","omg","-0.96692","jk2o6","-0.05561","sr44","-0.60194","nj","i04","ta2","9tc","-0.14243","wd0"
"864","yaipekf","og596","1.17414","0.37394","3um","0.31876","7fic","1.33796","1.12235","1.50858","1nv3","1.37991","0.34261","38o3","0kl","-0.38039",".","-0.11657","9373","i","3a","e82","755","n42","f","65t"
"865","ikhxfza","2825s","0.15845","-1.7468","k7y"," ","cotf","-0.95258","-0.42607","1.12092","903m","-0.46343","0.14468","uv2g","bn3","-0.46887","5ef2r","0.32235","x976","-1.28968","e6","0ho","862","667","-0.74518","4gb"
"866","calhmst","20q83","-0.44675","-0.13018","zbt","-0.11883","yvs1","-1.15167","-1.22532","s","o16h","-0.29083","0.51722","4389"," ","-0.40487","u7xk1","0.79141","486q","0.7844","k4","u1x","bz5","fca","-1.11495","0op"
"867","qxvfbcm","e9288","0.67721","0.74253","178","0.29671","99y5","2.61909","1.82223","0.97118","0b11","-1.04466","0.85134","4p8v","enj","0.15447","f6k70","0.11063","716b","0.62099","od","rx1","62c","398","0.30074","9v4"
"868","uwlmxgv","f251h","0.3474","1.85572","0k4","0.73766","k4qg"," ","0.92039","0.78115","6qg7","3.07054","-0.22868","8572","jc4","0.76615","2x393","0.18442","p733","0.53228","zr","kzu","857","35v","2.06995","9u0"
"869","ymkuzip","dj3a8"," ","-1.71001","5qw","-0.43634","n1e3","0.43654","0.35994","-0.34174","r5v7","-1.27251","-2.0497","13zc","c","-1.94471","74n6i","0.11509","60xa","0.77774","rj","j1t","998","n5a","-1.17962","g8z"
"870","iuwfern","1r147","0.93282","0.76877"," ","-0.74927","yn5f","0.55997","0.71329","-0.64745","s02f","-0.06125","1.06246","k5j3","6bk"," ","e1i85","-0.31186","908p","-0.93326","2x","a3z","21x","0vh","0.34867","1v5"
"871","hyimlbk","3r2wa","1.11551","-0.10162","2gp"," ","s10f","0.35278","-0.2011","-0.7969","g2m5","-0.51345","-0.12768","h1kl","990","-1.42074","0j1to"," ","x1mj","-0.44133","yp","3q5","f83","i6q","0.67877","d15"
"872","ptnjiof","1s042","1.87068","-0.04873","i","-0.6853","m34z","1.66316","-0.35264","0.17213","4d7n","1.62057","-0.78627","5di3","0w6","-1.05905","kq7ux","0.01035","ip7v","1.1448","2k","018","5gx","z56"," ","tvr"
"873","gsclyej","hi6zv","-0.26011","0.19625","rgj","0.13083","7j8d","-1.16265","-0.41602","-2.41723","l","-0.84277","-0.66972","6cru","id3","-1.085","2ze29","-0.05552","t46v","0.43517","bp","0h6","640","xh6","-2.22789","zhn"
"874","kdhisvy","z79i8","0.76047","-1.73674","h91","-1.36783","vt58","-0.37841","-1.65078","-0.42348","3mai","-0.62811","-0.51574","1l43","0pu"," ","8r9hy","-1.43105",".","0.56061","2p","3r1","414","d65","-1.62875","mr9"
"875","wfvbpoa","fbv73","-1.18742","-0.33981","27p","-0.58024","gyv0","0.37751","-0.57644","1.13005","8am5","0.04325","-1.21871","606i","1qo","-0.10731","ane05","0.27777","h7bx","-1.51883","z6","0r8","g24","cde","-0.71903","pl4"
"876","abkniqz","yo613","-1.11068","-1.02653","71x","1.23157","uhg0","1.2676","p","-0.47369","69nf","0.27602","-0.15433","9642","6t5","1.293","11s57","-1.27616","5m6k","-1.75947","54","90e","820","2sc","-2.41574","."
"877","kinofsy","5ak58","-0.43477","-0.54688","531","-0.70889","1i15","-0.61556","0.03007","-0.1449","rv1d","m","0.14396","h74q","a9x","g","wbc1s","-0.45616","re18","-0.66217","r8","315","srf","bo4","-0.03971","2k9"
"878","diltcqn","n","-0.70641","-0.0521","kso","-0.38458","9p2g","-0.71044","0.65878","-0.63474","2084","0.49477","1.05341","66q7","86l","-0.71449","o8321","-1.13476","284w","-1.26582","4l","o72"," ","8et","-2.53884","9ev"
"879","luxhygc","z","0.21023","1.09504","j6a"," ","7290","-0.05202","0.22754","0.41981","8v12","1.88959","1.6108","fq8r","tex","0.83604","erm4w","0.08949","0ne3","0.29336","3x","89f","61q","521","-0.04424","tk2"
"880","nhsjckv","w02vg","-0.77038","-0.9255","z02","-0.3756","8304","-0.62238","-1.42192","-2.06447","54f2","-1.07341","-0.05157","41z1","q3p","-0.36494","l4qt9","0.9515","r8i8","-0.90782","j3","009","p5b","6t6","-0.95346","262"
"881","gyrakbt","8491r","1.07101","1.24594","u5f","0.55666","c6f4","0.75138","1.58415","0.56218","9tun","2.45717","0.62782","8z1c","yb3","-0.44972","277vm","1.11711","oa81","-0.15039","7k","ys5","0o3","1i3","1.57481","ry2"
"882","muhvkfl","634j1",".","-0.33395","vxg","1.6036","t128","1.40136","0.51618","1.21861","3997","0.52815","-0.106","776s","nxd","0.66251","k4s42","0.08948","7rbx","2.803","b0","8s3","dio","b04","1.57257","59q"
"883","vycrgxt","t8301",".","0.42818","61i","1.25348","5bx3","0.61947","0.60729","-0.39767","9e92","1.74701",".","z7o4","wo9","-0.49481","2x801"," ","xv21","-1.22899","rj","k","980","2wk"," ","364"
"884","jhwsctn","8kc2w","0.11819","-1.96828","r25","-1.19183","a55b","0.15907",".","-0.30782","450d","-0.13543","-1.97037","jt42","69s","-0.99479","13234","-0.51873","1t9x","0.07496","d0","1ye","06i","l13"," ","47z"
"885","ahmjtno","h3srd","1.46816","-1.15855","oe2","-0.38103","5u42","-0.56009","-0.89695","0.3251","8622","0.47831","-0.40101","uvl2","25o"," ","34rn1","-0.72497","rn8y","0.6792","69","97n","403","t48","-1.05472","oq7"
"886","gaonesy","07og2","0.99688","-0.625","v80","-0.1494","sh7b","-0.01139","-2.984","-0.60384","2z06","-1.05153","-1.99776","56c5","817","0.48459","7kr23","-0.1067","r121","1.65835","24","658","d90","a2z","-0.16191","9vw"
"887","ukzenvj","xp957","-1.97249","-0.22566","81n","1.16637","91t3","1.28798","-0.90161","2.32714","z91b","-1.61003","-0.6282","4vu3","072","0.16233",".",".","2vt5","-0.59055","02","8tc",".",".","0.36223","mpq"
"888","erzcvui","794y5","-0.64749","y","p3v","2.01022","4e9j","0.96035","-0.34038","2.08783","33s4","0.01511","-0.70038","0r19","73a","0.56712","2y511","1.63325","57e9","0.13444","8s","n3c","z04","v1g","0.43159","boh"
"889","dqhatmw","tkh55","-0.30595","-0.38678","52i","-0.49002","69u5","-0.75048","1.06148","-0.30341","539n","-0.12133","-0.8457","1z04","on3","-0.32246","k0w43","-0.48561","lmrw","0.25397","25","347","56c","k40","-0.33373","b92"
"890","rktgqvb","53m5g","-1.4632","-1.1852","16k","-0.98683","9j5f","-2.41113","-1.54301","-1.56343","4ra8","-1.20329","-1.49483","4ye0","63z","p","hv62t","-0.37879","h4rb","-1.58678","5a","564","r82","l8y","-1.08761","d0a"
"891","irzytau","102x1","0.64502","1.27385","46d","-0.36572","59y1","-0.15259","0.75487","-0.14181","02w6","0.60453","0.97841","29va","g95","-0.4553","o960v","-0.75445","54rx","0.27939","4k","v71","603","xg3","-0.61093","u4z"
"892","etpmryu","abup1","-1.50127","-0.94034","d2l","-2.10996","uoi1","0.45364","-1.28422"," ","sb2o","-0.67183","1.51005","5761","m7v","0.36696","3r568","-0.45136","ly78","1.01445","c8","9m8","67h","xt2","-1.67155","1y6"
"893","mqthcaj","2yr65","0.08573","-0.3779","cbw","-0.95915","3730","-0.11221","-0.14773","-1.59757","3ki7","-0.32777","-0.49203","47tk","hg8","-1.48866","56z52","0.9394","h6d9","-0.40558","t9","0bw","044","q9t","1.77216","83r"
"894","hxeqjsd","43mw2","-0.98691","-0.56026","c00","-0.23944","t691","-0.84653","-0.43411","-1.10285","l8c5","-0.55692","0.44051","k449","x8n","-2.01351","0megj","-0.21074","565z","-0.6364","02",".","kpw","wo9","0.31639","1d6"
"895","yolucsb","2y076","0.06494","-0.20654","o3w","0.08826",".","0.1697","1.42812","0.46442","4bu1","0.52032","0.76352","zb5d","1xw","0.48241","5xu03","1.1007","1x6e","1.22968","c9","260","3j4","n7f","1.03914","3kt"
"896","gevkpmb","4g0cd","-1.61544","s","nqh","0.15957","6zl9","0.5869","0.16718","-0.36104","xc67","-0.28271","-0.13466","v0b4","t","-0.41734","29c4v","-0.40858","0q4o","-1.14268","8q","6mg","0p1","qmb","0.98497","2o7"
"897","fbesgom","6427x","0.5447","-0.34268","730","-0.6451","436j","-0.37308","0.64053","1.07128","5vcb","0.0952","-1.25062","3ny2","j19","-0.82959","0go3z","-0.48708","t693","1.07354","5r","132","7yl","127","0.00322","931"
"898","wohgktu","69o69","1.90554","-0.32579","7np","0.11414","v17y","-0.99621","-0.63212","1.27706","7313","-1.26522","-0.14701","491l","c3v"," ","0b6mc"," ","07d4","-0.09311","o3","jnb","rp3","21b","0.38547","q6d"
"899","sbeinkm","9716b","0.19108","-0.04221","7fo","1.65499","2w65","-0.82641","0.42685",".","42c9","0.08752","-2.17485","rc5g","1ms","-0.19986","i34xh","-0.74761","4940","0.76559","g4","a2f","13h","39r","-0.67667","u87"
"900","kyvphad","271wd","0.21205","-0.06314","ou8","0.92357","lz22","0.83157","1.11513","0.00733","u70r","1.24734","0.96156","ed7b","s5r","0.47684","w4x6h","-0.18846","06h1","0.90144","h","722",".","9n7","-0.03879","zay"
